ID,TITLE,DATE,HOAX_TEXT,LLM_CATEGORY
3355,File APK Data TPS Pemilu 2024,13 Feb 2024,File APK Data TPS Pemilu 2024,politics
3356,Hasil Pemungutan Suara di Luar Negeri Menunjukkan Prabowo-Gibran Menang Telak,13 Feb 2024,"“Ini hasil pemilu di berbagai negara di luar negeri 2024,, Prabowo Gibran tetap unggul”",politics
3357,"Gejayan Memanggil 12 Feb 2024, Rakyat Bergerak di Pertigaan Colombo Jogja",13 Feb 2024,"Gejayan Memanggil 12 Feb 2024, Rakyat Bergerak di Pertigaan Colombo Jogja",politics
3348,Video 100 ribu mahasiswa geruduk Gedung Istana pada 1 Februari 2024,14 Feb 2024,Video 100 ribu mahasiswa geruduk Gedung Istana pada 1 Februari 2024,politics
3349,"China Komunis XI JIN Ping menagih hutang ke Indonesia, JKW membangun IKN hanya untuk rakyat Komunis Tiongkok",14 Feb 2024,"Kenapa televisi lokal kok pada Bungkam ..???Justru televisi luar yg peduli terhadap Indonesia. Akhirnya China Komunis XI JIN Ping menagih hutang ke Indonesia setelah tahu nama Anies Rasyid Baswedan mendunia China menagih mau dibayar dengan uang atau 200 juta rakyat Tiongkok Komunis menetap secara permanen di Indonesia terutama di Kalimantan, akhirnya kebohongan pasti terbongkar JKW membangun IKN hanya untuk rakyat Komunis Tiongkok, dan kebenaran pasti muncul di permukaan Indonesia telah porak poranda secara paripurna saat ini, Indonesia dalam bahaya yang dilakukan oleh Rezim Allah SWT telah membuka satu demi satu Sumber : WhatsApp",politics
3350,Video Prabowo Boleh Jual Negeri kepada Pihak Asing Asal Santun,14 Feb 2024,Video Prabowo Boleh Jual Negeri kepada Pihak Asing Asal Santun,politics
3334,Video Konvoy Warga Texas ke Border US-Mexico untuk Protes Kebijakan Imigran Biden,15 Feb 2024,"(Diterjemahkan ke Bahasa Indonesia): “Patriot, petani, pengemudi truk & lainnya, semuanya menuju ke perbatasan Selatan untuk membantu Garda Bersenjata Texas melawan Invasi Amerika yang berkelanjutan”.",politics
3335,Video Petani Perancis Menabrakkan Traktor ke Polisi,15 Feb 2024,(Diterjemahkan ke Bahasa Indonesia): “PARA PETANI TERUS MELAWAN Petani Perancis mendorong traktor dan kendaraan lapis baja keluar dari jalan lalu mereka menyemprotkan pupuk ke preman Macron. Dukung para petani”.,politics
3336,Video Gadis Palestina yang Menangis karena Rumahnya Dibom Tentara Israel Baru-Baru Ini,15 Feb 2024,"(Diterjemahkan ke Bahasa Indonesia): ““Berhenti! Di mana kita akan tinggal?” Seorang gadis Palestina menangis ketika Israel menghancurkan rumahnya di Yerusalem, meninggalkan dia dan keluarganya kehilangan tempat tinggal. seseorang beritahu saya apa yang Israel “mempertahankan dirinya sendiri”???”.",politics
3337,Video Volodymyr Zelenskyy Berdansa dengan Baju Merah,15 Feb 2024,(Diterjemahkan ke Bahasa Indonesia): “Tidak ada.. dan maksud saya TIDAK ADA yang memunculkan bot Ukraina seperti membicarakan sampah tentang Zelensky. Saya belum pernah melihat tingkat infiltrasi seperti ini sejak COVID-19”.,politics
3338,  JANJI RAJA ARAB SAUDI BILA ANIES MENANG,15 Feb 2024,  JANJI RAJA ARAB SAUDI BILA ANIES MENANG,politics
3339,"Madura Sudah Geger, 1 Desa Undangan Gak Ada yang Disebar, Semua Surat Suara Sudah Tercoblos 02, Rumah KPPS Mau Dibakar",15 Feb 2024,"Madura Sudah Geger, 1 Desa Undangan Gak Ada yang Disebar, Semua Surat Suara Sudah Tercoblos 02, Rumah KPPS Mau Dibakar",politics
3340,Sampaikan Wasiat Gus Dur kepada Warga NU AMIN,15 Feb 2024,Sampaikan Wasiat Gus Dur kepada Warga NU AMIN,politics
3341,SIDANG DISKUALIFIKASI GIBRAN OLEH PN JAKPUS,15 Feb 2024,“VIRALKAN GUYS KITA KAWAL PN JAKARTA PUSAT SIDANGKAN DISKUALIIFIKASI PENCALONAN PRABOWO GIBRAN https://t.co/hPTbwPqAb9″ =====,politics
3342,"JENDERAL INGGRIS, ALEXANDER EMMANUEL, MATI TERBUNUH SAAT PERANG DI GAZA",15 Feb 2024,"“BREAKING NEWS Major shock in #London and Tel Aviv #British General Alexander Emmanuel, leader of the “Claw” battalion participating in the Gaza war, is killed. Alexander was a hero of the Iraq war and a member of the battalion that captured President Saddam Hussein. #LondonTelAvivShock #MilitaryNews” =====",politics
3343,FOTO USAMA BIN LADEN BERSAMA GEORGE W. BUSH DAN KEMENTERIAN PERTAHANAN AMERIKA SERIKAT,15 Feb 2024,"“Familiar faces. I wonder when Osama Bin Laden, Donald Rumsfeld, Dick Cheney, George W. Bush and Condoleeza Rice were all in the same room for this photo.? Before 9/11 or after? Probably before since Bin Laden was holed up in a cave somewhere in Afghanistan after the attack,,,,,,,,,,,,,,or was he?” (Wajah yang familiar. Saya bertanya-tanya kapan Osama Bin Laden, Donald Rumsfeld, Dick Cheney, George W. Bush dan Condoleeza Rice berada di ruangan yang sama untuk foto ini.? Sebelum 9/11 atau sesudahnya? Mungkin sebelumnya sejak Bin Laden bersembunyi di sebuah gua di suatu tempat di Afganistan setelah serangan itu,,,,,,,,,,,,,,, atau benarkah?”) =====",politics
3344,"DIBAGIKAN LANGSUNG OLEH JOKOWI AGAR MEMILIH PRABOWO-GIBRAN, ANGGARAN BANSOS DINAIKKAN DARI RP 20 TRILIUN MENJADI RP 493 TRILIUN",15 Feb 2024,“anggaran bansos naik dari 20 triliun menjadi 493 triliun” =====,politics
3345,AKSI “GERUDUK ISTANA” UNTUK TURUNKAN JOKOWI TANGGAL 1 FEBRUARI 2024,15 Feb 2024,“ Buat teman2ku tolong hindarin daerah istana presiden dan gedung DPR .MPR RI YA TANGAL 1 .2.2024 AKAN ADA AKSI DMO INFO VALID YA SMGA BERMANFAT BUAT TMN2 KU :pray::skin-tone-2::pray::skin-tone-2:” =====,politics
3346,PETUGAS KPPS AKAN LIBURAN KE LUAR NEGERI MENGGUNAKAN KAPAL PESIAR,15 Feb 2024,"“kapal Pesiar untuk Anggota KPPS telah disiapkan Selesai pengabdian kepada Negara, mereka akan diajak Liburan ke Luar Negeri” =====",politics
3347,"“Ibu Sri Mulyani saja ngajak milih: SATU!, Akhirnya Sri Mulyani sudah mencoblos di USA Salam satu jari”",15 Feb 2024,"“Ibu Sri Mulyani saja ngajak milih: SATU!, Akhirnya Sri Mulyani sudah mencoblos di USA Salam satu jari”",politics
3323,  Siswa STIN diarahkan untuk melakukan pemalsuan informasi dan dokumen agar terdaftar sebagai pemilih di wilayah Kabupaten Bogor,16 Feb 2024,  Siswa STIN diarahkan untuk melakukan pemalsuan informasi dan dokumen agar terdaftar sebagai pemilih di wilayah Kabupaten Bogor,politics
3325,AMPLOP BERISI UANG DENGAN GAMBAR PASANGAN CALON ANIS-MUHAIMIN,16 Feb 2024,AMPLOP BERISI UANG DENGAN GAMBAR PASANGAN CALON ANIS-MUHAIMIN,politics
3326,Modus meracuni peserta kampanye akbar 01 di JIS,16 Feb 2024,INI SALAH MODUS CARA PARA PECUNDANG BUSUK MERACUNI PESERTA KAMPANYE AKBAR 10 FEBRUARI 2024 DI JIS…..MEREKA SENGAJA MENGKONTAMINASI MINUMAN KEMASAN BOTOL DENGAN ZAT” BERBAHAYA BAGI TUBUH SETELAH DIMINUM…..JUGA DALAM KEMASAN GELAS…..JADI WASPADA DAN TETAP BERHATI – HATI MENERIMA MINUMAN ATAU MAKANAN DARI ORANG YANG TIDAK DIKENAL PADA HARI H NANTI ! Sumber: WhatsApp,politics
3327,Prabowo masuk Rumah Sakit,16 Feb 2024,Semoga lekas sembuh pak Prabowo Sumber : TikTok https://archive.cob.web.id/archive/1706785620.483956/index.html Arsip,politics
3328,"Dokumen Intelijen Bocor, CIA Bakal Cawe-cawe Pilpres 2024",16 Feb 2024,"Dana hibah sudah cair…. pantas demo pemakzulan marak Rencana jahat CIA penggulingan terhadap presiden Jokowi. Dokumen Intelijen Bocor, CIA Bakal Cawe-cawe Pilpres 2024 https://rmol.id/politik/read/2023/09/10/588493/dokumen-intelijen-bocor-cia-bakal-cawe-cawe-pilpres-2024 Sebuah dokumen intelijen yang bocor mengungkap bahwa Central Intelligence Agency (CIA) Amerika Serikat (AS) tengah mempersiapkan revolusi warna di Indonesia. Sumber: WhatsApp",politics
3329,Tommy Suharto Ajak Seluruh Warga Jawa Tengah Dukung Anies,16 Feb 2024,“Menggemparkan ❗Tepat hari ini Tomy Suharto ajak seluruh warga Jateng dukung Anies 2024”,politics
3330,Partai PBB Menyatakan Deklarasi Mendukung Anies Sebagai Presiden 2024,16 Feb 2024,“Kedua lawan Anies syok !! Partai bulan bintang hari ini mendeklarasikan Anies sebagai presiden 2024”,politics
3332,Jutaan The Jakmania Lakukan Kampanye Keliling Jakarta untuk Mendukung Anies,16 Feb 2024,“Usai kampanye anies !! Jutaan the Jack mania konvoi keliling Jakarta mengarak anies presiden”,politics
3307,Pembagian uang berlogo PKS saat kampanye di JIS,17 Feb 2024,Pembagian uang berlogo PKS saat kampanye di JIS,politics
3310,TIME : “MENCARI KESALAHAN ANIS SESULIT MENCARI KEJUJURAN JOKOWI”,17 Feb 2024,"“MENCARI KESALAHAN ANIS SESULIT MENCARI KEJUJURAN JOKOWI” = = = = = PENJELASAN: Akun Facebook Herman Bhakti memposting sebuah gambar wajah Jokowi berlogokan “TIME” dan terdapat narasi “MENCARI KESALAHAN ANIS SESULIT MENCARI KEJUJURAN JOKOWI”. Postingan tersebut diunggah pada 17 Januari 2024 pukul 20.19. Setelah ditelusuri gambar tersebut merupakan hoaks lama yang kembali beredar. Melansir dari turnbackhoax.id hoaks tersebut sudah muncul pada September 2023. Gambar yang asli tidak ada narasi “MENCARI KESALAHAN ANIS SESULIT MENCARI KEJUJURAN JOKOWI”. Sampul majalah TIME edisi 27 Oktober 2014 tersebut berjudul “A New Hope, Indonesian President Joko Widodo is a force for democracy “. Dengan demikian gambar postingan tersebut merupakan hasil suntingan. Gambar yang asli adalah sampul majalah TIME berjudul “A New Hope, Indonesian President Joko Widodo is a force for democracy “, sehingga masuk dalam kategori konten yang dimanipulasi. REFERENSI: https://turnbackhoax.id/2023/09/05/salah-cover-majalah-time-mencari-kesalahan-anis-sesulit-mencari-kejujuran-jokowi/ https://turnbackhoax.id/2023/07/21/salah-cover-majalah-time-mencari-kesalahan-anies-sesulit-mencari-kejujuran-jokowi/ https://www.antaranews.com/berita/458934/jokowi-a-new-hope-di-sampul-majalah-time https://cekhoax.id/cek-fakta/cek-fakta-tidak-benar-cover-majalah-time-berjudul-mencari-kesalahan-anis-sesulit-mencari-kejujuran-jokowi",politics
3311,"Gambar Anies Masuk Semua Agama, Termasuk Dibaptis dengan Nama Yohanes",17 Feb 2024,"“Perlu di pilih ga yg kaya gini…silakan di renungi…semua aliran agama ssh si masuki,termasuk di baptis yg namanya di ganti menjadi YOHANES…” = = = = = PENJELASAN: Akun Facebook peserta anonim mengunggah gambar Anies yang sedang di kelenteng. Postingan tersebut diunggah pada 26 Januari 2024 pukul 19.19 dalam grup Jokowi 3 periode. Postingan tersebut disertai caption yang mengklaim semua aliran agama sudah dimasuki termasuk dibaptis dan namanya diganti menjadi Yohanes. Setelah ditelusuri dan menggunakan kata kunci Anies berdoa di kelenteng ditemukan artikel yang membantah klaim tersebut. Melansir dari turnbackhoax.id gambar tersebut adalah Anies yang sedang memasang dupa di Vihara Dharma Jaya Toasebio Jakarta Barat pada Minggu, 5 September 2021. Saat itu Anies yang masih menjadi Gubernur berkunjung ke vihara sebagai bentuk apresiasi Pemprov DKI Jakarta, karena pengurus vihara selama ini kerap membantu dalam menyukseskan vaksinasi di Jakarta bukan untuk bersembahyang. Adapan ritual agama di vihara tersebut terdapat 3 unsur yaitu pembakaran dupa, kertas emas dan lilin. Menurut penuturan tokoh Tionghoa Lieus Sungkharisma menegaskan bahwa Anies tidak melakukan ketiga hal tersebut. Klaim Anies dibaptis juga tidak benar, tokoh msyarakat Kristen DKI Jakarta, Pendeta Shephard Supit menegaskan pemberian nama Yohanes bukan nama baptis nama tersebut bersifat penghargaan dan rasa persaudaraan. Pemberian nama baptis harus melalui ritual baptis di gereja. Dengan demikian postingan pada Facebook tidak benar. Gambar yang diunggah merupakan gambar Anies saat berkunjung di Vihara Dharma Jaya Toasebio bentuk apresiasi Pemprov DKI Jakarta, karena pengurus vihara selama ini kerap membantu dalam menyukseskan vaksinasi di Jakarta bukan untuk bersembahyang. Yohanes bukan nama baptis Anies hal tersebut bersifat penghargaan dan rasa persaudaraan, sehingga masuk dalam kategori konten yang menyesatkan. REFERENSI: https://turnbackhoax.id/2023/09/21/salah-anies-sembahyang-di-klenteng/ https://kbanews.com/hot-news/pendeta-shephard-supit-tidak-ada-sakramen-baptis-ke-anies-saat-di-papua-tak-sembarangan-seseorang-dibaptis/ https://cekhoax.id/cek-fakta/salah-gambar-anies-dengan-narasi-untuk-semua-pendukung-saya-jangan-lupa-coblos-no-2-prabowo-gibran https://cekhoax.id/cek-fakta/salah-gambar-anies-masuk-semua-agama-termasuk-dibaptis-dengan-nama-yohanes",politics
3316,Video Lautan Manusia Kampanye Tim Amin di JIS,17 Feb 2024,Video Lautan Manusia Kampanye Tim Amin di JIS,politics
3303,Bus gratis untuk pendukung kampanye 10/2/2024 di JIS dibakar,18 Feb 2024,"“Bus yg di gratiskan pemiliknya untuk membawa pendukung 01 kampanye di JIS Tgl 10 /2 2024 nanti di bakar!?” PENJELASAN Berdasarkan 7 Jenis Mis- dan Disinformasi oleh First Draft News, termasuk “Konten yang Menyesatkan: Penggunaan informasi yang sesat untuk membingkai sebuah isu atau individu”",politics
3275,Putin Mengeluarkan Dekrit yang Menyatakan Bahwa Penjualan Alaska adalah Ilegal,19 Feb 2024,"“Bukankah kita sudah mengatakan bahwa Rusia menginginkan Alaska kembali? Ya! Ini dia…! Alaska berada di Rusia dan secara tidak sah “dijual” oleh Kaisar Rusia Alexander II hanya untuk mengetahui bertahun-tahun kemudian bahwa Alaska memiliki berlian dan emas. Putin menginginkannya kembali. Ay’khale” “BREAKING: Putin menyatakan penjualan Alaska ke Amerika pada tahun 1867 sebagai tindakan ‘ilegal’ yang menegaskan klaim Rusia atas Alaska.” = = = Penjelasan: Sebuah unggahan di Twitter mengklaim bahwa Putin menyatakan jika penjualan Alaska kepada Amerika adalah sebagian dari tindakan ilegal. Klaim tersebut beredar setelah Presiden Rusia tersebut mengeluarkan dekrit mengenai perlindungan hukum terhadap aset Rusia pada Januari 2024. Setelah ditelusuri, akun tersebut salah. Faktanya dekrit tersebut hanya mengamanatkan penyediaan dana untuk mencari dan memberikan perlindungan hukum terhadap aset Rusia seperti real estate milik federasi Rusia, bekas Kekaisaran Rusia, dan bekas Uni Soviet yang berada di seluruh dunia. Tidak menyebutkan bahwa penjualan Alaska kepada Amerika adalah ilegal. Dilansir dari AFP, Rusia telah secara resmi mengalihkan kepemilikan Alaska kepada Amerika senilai US$7,2 Juta pada 18 Oktober 1867, namun negara bagian ini baru bergabung menjadi negara bagian Amerika pada 3 Januari 1959. Dengan demikian, Putin menyatakan penjualan Alaska kepada Amerika adalah ilegal adalah tidak benar dengan kategori Konten yang Menyesatkan. = = = Referensi: https://factcheck.afp.com/doc.afp.com.34H63JF https://cekhoax.id/cek-fakta/salah-putin-mengeluarkan-dekrit-yang-menyatakan-bahwa-penjualan-alaska-adalah-ilegal = = =",politics
3277,Video Ketua KPPS Madura Dibacok,19 Feb 2024,“Di Madura 1 desa nggak bisa milih nggak dpt kartu. Ketua kppsnya dibacok didatengin rmhnya”,politics
3278,Amerika dan China Bentrok di Laut Filipina Barat karena Sengketa Laut China Selatan,19 Feb 2024,"“BERITA. Tiongkok TERKEJUT! AS dan China Berakhir Bentrok di Laut Filipina Barat!” “AS DAN CHINA BERJUANG DI LAUT! PERTEMUAN ANTARA AS DAN CINA! BERAKHIR ANTARA KAPAL! CHINA TERKEJUT DENGAN TINDAKAN AMERIKA!” = = = Penjelasan: Beredar sebuah video YouTube berbahasa Filipina yang mengklaim bahwa kapal militer Amerika dan China bentrok di sekitar Laut Barat Filipina akibat dari sengketa wilayah Laut China Selatan. Setelah ditelusuri, klaim tersebut tidak benar. Melalui AFP, juru bicara militer Filipina membantah adanya kejadian tersebut dalam sebulan terakhir. Foto pada thumbnail yang digunakan merupakan hasil menipulasi dari dua gambar yang berbeda. Pertama, di sebelah kiri foto menunjukkan kapal induk USS Nimitz sedang membentuk formasi selama transit di Selat Hormuz pada 18 September 2020. Kedua, kapal putih di sebelah kanan foto menunjukkan kapal perang angkatan laut Tiongkok pada Desember 2022. Dilansir dari English.News.cn, pada saat itu Angkatan Laut Tiongkok bersama Rusia sedang melakukan latihan angkatan laut gabungan di Laut Cina Timur. Dengan demikian, Amerika dan China bentrok di Laut Barat Filipina karena sengketa Laut China Selatan adalah tidak benar dengan kategori Konten yang Menyesatkan. = = = Referensi: https://factcheck.afp.com/doc.afp.com.34GP6AY https://www.afpforum.com/AFPForum/Search/ViewMedia.aspx?mui=1&hid=7DECDEA2F801B9B864A1335103F939FC8A5B04980C7CF8FA953DA69AB4EE8EC9 https://english.news.cn/20221222/bcc213dfbc86404380f82d86e31ce221/c.html = = = https://cekhoax.id/cek-fakta/salah-amerika-dan-china-bentrok-di-laut-filipina-barat-karena-sengketa-laut-china-selatan",politics
3279,"Sesudah Deklarasi Anies, Kaesang Langsung Hadiri Pidato Janji Anies",19 Feb 2024,"“Siang ini !! Tak mengenal rasa lelah Kaesang sambangi pidato Anies soal janjinya di 2024” “Jokowi Syok Lihat Ini… Tak Mengenal Rasa Lelah, Sesudah Deklarasi Anies Kaesang Langsung Hadiri Pidato Janji Anies” = = = Penjelasan: Judul dan Thumbnail pada sebuah unggahan video YouTube mengklaim bahwa Kaesang mendeklarasikan dukungan terhadap Anies Baswedan, disebutkan juga bahwa Kaesang mendengarkan pidato janji Anies setelah deklarasi tersebut dan Jokowi syok melihat hal tersebut. Diketahui bahwa Kaesang, putra bungsu Jokowi, merupakan ketua umum partai PSI. Setelah ditelusuri, klaim tersebut menyesatkan. Saat ini Kaesang bersama partai PSI merupakan bagian dari Koalisi Indonesia Maju yang mengusung Prabowo-Gibran. Adapun foto thumbnail yang digunakan adalah momen saat sidang pleno penentuan pengusungan nama calon presiden hasil rakernas DPP Partai NasDem pada Juni 2022. Selain itu, narator dalam video juga tidak menunjukkan bukti terhadap klaim tersebut. Narator hanya membacakan artikel berita dari Fajar.co.id yang berjudul “PKS, PKB, dan NasDem Segera Deklarasi Bersama, Usung Pasangan Anies Baswedan dan Muhaimin Iskandar”. Dengan demikian, Kaesang mendeklarasikan Anies adalah tidak benar dengan kategori Konten yang Menyesatkan. = = = Referensi: https://wartakota.tribunnews.com/2022/06/17/nasdem-sudah-pilih-tiga-capres-hasil-rakernas-surya-paloh-bakal-putuskan-satu-nama PKS, PKB, dan NasDem Segera Deklarasi Bersama, Usung Pasangan Anies Baswedan dan Muhaimin Iskandar https://www.cnbcindonesia.com/news/20231024201725-4-483351/resmi-psi-deklarasikan-dukungan-untuk-prabowo-gibran = = = https://cekhoax.id/cek-fakta/salah-sesudah-deklarasi-anies-kaesang-langsung-hadiri-pidato-janji-anies",politics
3283,Hasil Real Count Anies Melonjak Tinggi Melewati Prabowo dan Ganjar Pada 16 Februari 2024,19 Feb 2024,"“Menakjubkan ! Hasil real count 16 February Anies-amin makin melunjak tinggi, Prabowo Ganjar tumbang”",politics
3284,Hasil suara real count 15 Februari 2024 dimenangkan oleh Anies,19 Feb 2024,Hasil suara real count 15 Februari 2024 dimenangkan oleh Anies,politics
3285,Prabowo dilarikan ke rumah sakit usai deklarasi di Senayan,19 Feb 2024,Prabowo dilarikan ke rumah sakit usai deklarasi di Senayan,politics
3286,Makan siang gratis akan dijalankan tahun 2029,19 Feb 2024,Makan siang gratis akan dijalankan tahun 2029,politics
3287,Raja Arab janjikan hak pakai tanah saat Anies menang,19 Feb 2024,Raja Arab janjikan hak pakai tanah saat Anies menang,politics
3288,"Gugatan Dikabulkan PTUN, Anwar Usman Jadi Ketua MK Lagi",19 Feb 2024,"Gugatan Dikabulkan PTUN, Anwar Usman Jadi Ketua MK Lagi",politics
3291,"Ternyata Semua Kesalahan Hitungan Suara, Anies Akhirnya Unggul Saat Ini",19 Feb 2024,"Ternyata Semua Kesalahan Hitungan Suara, Anies Akhirnya Unggul Saat Ini",politics
3292,Bala Bantuan Muslim Cyber Army untuk Kemenangan AMIN,19 Feb 2024,Bala Bantuan Muslim Cyber Army untuk Kemenangan AMIN,politics
3293,“Peluncur uang sogok anis amin tertangkap dan terbukti tersangka’’,19 Feb 2024,“Peluncur uang sogok anis amin tertangkap dan terbukti tersangka Di janjikan bayaran 1M baru di bayar 100jt’’,politics
3295,Anwar Usman Terpilih Kembali Jadi Ketua MK,19 Feb 2024,Anwar Usman Terpilih Kembali Jadi Ketua MK,politics
3296,Foto Tanda Restoran McDonald’s Dibakar oleh Pengunjuk Rasa Pro-Palestina,19 Feb 2024,"“Sebuah tanda McDonalds dibakar oleh sekelompok pengunjuk rasa Pro Palestina karena mensponsori secara berkelanjutan McDonald’s kepada IDF” = = = Penjelasan: Beredar sebuah foto tanda restoran McDonald’s terbakar, pada narasi yang beredar di Twitter menyebut bahwa pengunjuk rasa Pro-Palestina membakar tanda restoran tersebut karena McDonald’s secara berkelanjutan mensponsori IDF (Israel Defense Forces). Setelah ditelusuri, klaim tersebut menyesatkan. Kebakaran yang terjadi di McDonald’s Jl. Whangaparāoa, Auckland, diakibatkan oleh korsleting listrik. Hal tersebut sudah dipastikan oleh Fire and Emergency New Zealand kepada AFP yang menyebut bahwa kebakaran tersebut tidak disengaja. Sehingga tidak ada kaitannya dengan pengunjuk rasa Pro-Palestina. Dengan demikian, tanda restoran McDonald’s dibakar oleh pengunjuk rasa Pro-Palestina adalah tidak benar dengan kategori Konten yang Menyesatkan. = = = Referensi: https://factcheck.afp.com/doc.afp.com.34GE6ZA https://cekhoax.id/cek-fakta/salah-foto-tanda-restoran-mcdonalds-dibakar-oleh-pengunjuk-rasa-pro-palestina https://www.newsweek.com/mcdonalds-sign-engulfed-flames-staff-inside-new-zealand-1847020 = = =",politics
3298, Anies Baswedan Serah Terima Jabatan Presiden Bersama Jokowi,19 Feb 2024,Serah Terima Jabatan Presiden Sudah Dimulai. Pak Anies Tinggal Tunggu Dilantik Di Istana ====,politics
3299,Foto Antrian Pasien Rumah Sakit Jiwa Akibat Gagal Caleg 2024,19 Feb 2024,Hari ini terpantau banyak pesanan kamar di RSJ. Ada antrian pasien korban gagal caleg 2024. Tetaplah bersyukur apapun keadaanmu hari ini. Tetap semangat. Gbu ====,politics
3300,Aksi demo Lengserkan Gibran Jadi Wali Kota Solo,19 Feb 2024,Kondisi kota Solo hari ini mencekam dan rusuh menentang dan menyuruh Gibran turun alias lengser jadi wali kota solo.. Sumber: WhatsApp,politics
3301,Video Keprihatinan Soeharto terhadap Rusaknya UU dan Demokrasi,19 Feb 2024,Video Keprihatinan Soeharto terhadap Rusaknya UU dan Demokrasi,politics
3302,VIDEO PENDUKUNG PRABOWO GIBRAN BERSORAK DI DEPAN LAYAR,19 Feb 2024,"“ini bukan nonton BOLA YAAAA Prabowo 60% Kalian Daerah Mana, komentar’’",politics
3257,Alumni Trisakti Dukung Jokowi pada 2 Februari 2024 Setelah Banyak Akademisi Menyampaikan Petisi dan Kritik,20 Feb 2024,"“trisakti bergerak melawan orang yang bikin onar di bangsa indonesia #trisakti #mahasiswa #lawan #akademik #politik #milikrakyat” “Deklarasi alumni Trisakti pendukung Jokowi Sabtu, 2 Februari 2024 18;30 WIB Mahasiswa Trisakti Telah Deklarasi Untuk Menjaga Ke Keutuhan Bangsa Dan Negara Kami Mengecam Keras Ucapan Akademik UGM.UI.UII.Unhas.Unlam.Unand Untuk Mengajari Para Mahasiswa Nya Di ajari Cara berbicara Dan cara Berakhlak. Kami Mengutuk Keras Agar Semua Mahasiswa Netral Jangan Bikin Onar Di Negara Indonesia Saya Tau Betul UGM Itu Dukung Mahfud MD Karena Ganjar Ketua BIM.Pemilu Kali ini jangan Kau Kotori Karena Semua HAK ada pada Masyarakat Indonesia Yang menentukan Kemenangan Pemilu 2024” “Trisakti bersama presiden kami siap membela Presiden untuk melawan mahasiswa yang ingin menjatuhkan presiden Indonesia Universitas ini sengkuni NKRI UGM.UII.UI.Unhas.Unlam.Unand. kami siap melawan akademik UGM.UI.UII.Unhas.Unlam.Unand” = = = Penjelasan: Beredar tangkapan layar headline berita yang memberitakan bahwa Alumni Trisakti mendeklarasikan mendukung Jokowi setelah banyak akademisi dari beberapa universitas memberikan petisi dan kritik terhadap Jokowi. Setelah ditelusuri, tanggal publikasi berita dan catatan pada foto headline berita tersebut telah dimanipulasi. Berita dengan judul yang sama sudah lama terpublikasi oleh Antara pada 10 Februari 2019, sehingga tidak ada kaitannya dengan konteks yang terjadi akhir-akhir ini. Selain itu, tidak ditemukan juga sumber valid yang membenarkan alumni maupun mahasiswa Trisakti yang mengecam petisi dari berbagai akademisi universitas di Indonesia yang kemudian mendukung Jokowi. Foto selanjutnya menunjukkan beberapa mahasiswa yang menggunakan almamater Trisakti merupakan jajaran pengurus serta anggota Parlemen Mahasiswa Fakultas Kedokteran Universitas Trisakti (PMFK Usakti) periode 2020/2021, foto tersebut sudah lama terpublikasi pada laman fk.trisakti.ac.id sejak 2021. Tidak ada kaitannya dengan situasi politik akhir-akhir ini. Dengan demikian, alumni Trisakti mendukung Jokowi setelah banyak akademisi dari berbagai universitas menyampaikan petisi adalah tidak benar dengan kategori Konten yang Dimanipulasi. = = = Referensi: https://kalsel.antaranews.com/foto/81994/deklerasi-alumni-trisakti-pendukung-jokowi https://fk.trisakti.ac.id/en/kemahasiswaan-2/pembinaan-dan-pengembangan-kemahasiswaan-2/pengembangan-mahasiswa-2/minat-bakat-dan-organisasi-mahasiswa-2/parlemen-2/ https://cekhoax.id/cek-fakta/salah-alumni-trisakti-dukung-jokowi-pada-2-februari-2024-setelah-banyak-akademisi-menyampaikan-petisi-dan-kritik = = =",politics
3258,Foto Paket Ratusan Cincin Disiapkan untuk Merusak Surat Suara,20 Feb 2024,"“Di temukan Paket ratusan cincin, terindikasi sebagai perusak surat suara… Mohon kiranya yang jadi Anggota KPPS di larang menggunakan cincin untuk mengantisipasi kecurangan” = = = Penjelasan: Sebuah unggahan Facebook membagikan foto yang menunjukkan cincin berjarum yang diklaim terdapat paket ratusan cincin tersebut yang disiapkan untuk merusak surat suara. Namun klaim tersebut merupakan hoaks yang sudah lama beredar dan dibantah keasliannya sejak Pemilu 2019. Dilansir dari Kompas.com, tidak ditemukan bukti adanya cincin yang disiapkan untuk merusak surat suara. Kendati demikian, pernah ditemukan seorang petugas Linmas di Langsa, Aceh yang merusak surat suara pemilihan DPRD Langsa pada Pemilu 2019 dengan menggunakan cincin. Namun cincin tersebut dibuat dari kawat dari gantungan kunci, tidak seperti pada foto unggahan Facebook tersebut. Dengan demikian, cincin perusak surat suara telah disiapkan adalah tidak benar dengan kategori Konten yang Menyesatkan. = = = Referensi: https://www.kompas.com/cekfakta/read/2024/02/06/085400482/hoaks-cincin-perusak-surat-suara-pemilu-2024?page=all#page2 https://aceh.tribunnews.com/2019/04/19/kasus-oknum-linmas-di-langsa-rusak-surat-suara-pakai-cincin-ke-polres https://cekhoax.id/cek-fakta/salah-foto-paket-ratusan-cincin-disiapkan-untuk-merusak-surat-suara",politics
3259,: “Foto kampanye Anies Baswedan dan Muhaimin Iskandar yang membeludak di JIS 10 Februari 2024”,20 Feb 2024,"Massa Amin meluber, gerbang JIS terpaksa di tutup =====",politics
