ID,TITLE,LLM_CATEGORY
2916,Video Mantan Gubernur Nigeria Dihukum Cambuk dan Dimiskinkan Karena Kasus Korupsi,others
2917,Akun Facebook Bupati Kotawaringin Timur “Haji Halikinnor”,scam
2918,Video “Soeharto Menyatakan Era Pemerintah Jokowi Lebih Kejam”,politics
2919,Akun WhatsApp Pj Bupati Kampar Hambali +62 852 9328 4010,scam
2920,"Video Pasar di Bradford, UK, yang Dipenuhi Imigran Sampai Tidak Ada Orang Asli Inggris Lagi",others
2921,Wanita Menyimpan DNA Setiap Pria yang Pernah Berhubungan Seksual Dengannya Tanpa Pengaman,others
2922,AKUN WHATSAPP Pj Bupati Pulang Pisau Menawarkan Jabatan,scam
2923,AirPods Memancarkan Radiasi EMF yang Berbahaya,others
2924,Warga Kanada yang Tidak Divaksin COVID-19 Tidak Boleh Mendapatkan Donor Organ,others
2925,Video Seorang ‘Jihadist’ Meledak Setelah Jatuh dari Hoverboard,others
2926,3 lapis tembok beton di persiapkan di sekitaran gedung KPU Jelang 20 Maret!!,politics
2896,Starbucks Menghindari Boikot dengan Melakukan Rebranding Menjadi Vista Coffee,others
2897,Jokowi Perintahkan Menangkap Pendemo Pemilu 2024,politics
2898,Pengusiran Warga Negara China di Pekanbaru,others
2899,Menteri Sri Mulyani Buka Kartu Atasannya,politics
2900,400 DISKOTIK AKAN DIRESMIKAN OLEH PRABOWO,politics
2901,ASAL USUL KELUARGA ANIES BASWEDAN: IMIGRAN YAMAN YANG DIUSIR DARI ARAB KARENA MENCAMPURKAN POLITIK DAN AGAMA,politics
2902,PASANGAN CALON NOMOR URUT 02 DIDISKUALIFIKASI KARENA BANYAK MELAKUKAN PELANGGARAN HUKUM,politics
2903,Akun Facebook Pj Wali Kota Tangerang DrNurdin,scam
2904,Puskesmas Sewon I Membuka Lowongan Pekerjaan,scam
2905,AKUN WHATSAPP Kajari Nagan Raya Djaka Bagus Wibisana,scam
2906,Akun WhatsApp Bupati Halmahera Bassam Kasuba Menawarkan Bantuan,scam
2907,Video “Nangis..!! Nenek Tarwiyah Dijemput Pak Polisi”,others
2908,Gelombang Setinggi 20 Meter Meluap Memusnahkan Yogyakarta Pada 16 Maret 2024,others
2909,Angin Puting Beliung Robohkan Warung dan Masjid di Blitar 15 Maret 2024,others
2910,Video Pengeroyokan Begal di Jeunieb Aceh,others
2882,Hidangan Babi di Depan Jokowi,politics
2883,"Gambar Jokowi Menunjukan Kartu Ngibul, Kartu Sabar, Kartu Miskin",politics
2884,UNDIAN BERHADIAH MOBIL DAN MOTOR OLEH BANK KALSEL,scam
2885,AKUN FACEBOOK BUPATI LABUHANBATU SELATAN “Haji Edimin”,scam
2886,Seorang Pria Ditangkap Karena Membentangkan Bendera British di Depan Kerumunan Aksi Bela Palestina di Kota Liverpool,others
2887,"Donald Trump Mendorong Pria di Resor Mewahnya, Mar-a-Lago",others
2888,Salah Satu Gerai McDonald di Prancis Mendapat Kiriman Truk Berisi Kotoran Hewan Karena Telah Mendukung Israel,others
2889,"Anies Baswedan Menang Presiden RI, Diumumkan 20 Maret 2024",politics
2890,Prabowo Akui Kalah Dalam Pemilihan Presiden 2024,politics
2891,Masjid Tempat Ibadah Umat Islam Dilecehkan oleh Para Preman,others
2892,Stanford University akan dibangun di IKN,others
2893,"Gempa 10,1 Magnitude Guncang Aceh 1 Maret 2024",others
2894,Gelombang Setinggi 10 Meter Meluap di NTT Pada 16 Maret 2024,others
2895,Filter rokok mengandung darah babi,others
2875,“GEBYAR UNDIAN GRAND PRIZE TABUNGAN Berhadiah dari Bank Bjb Syariah Melalui Akun Facebook Promo.berhadiah.Bjb syariah”,scam
2876,"Gempa 10,9 Magnitude Guncang Sabang Aceh 14 Maret 2024",others
2877,“Najwa Shihab mempromosikan situs judi online milik Atta Halilintar dan Raffi Ahmad”,scam
2878,“KEJAHATAN KECURANGAN TSM PEMILU 14 FEBRUARI 2024 Yang Di TUTUPI”,politics
2879,"MUI, MUHAMMADIYAH DAN NU KOMPAK TUNTUT DPR DAN DUKUNG HAK ANGKET",politics
2880,Gambar Jokowi Membagikan Takjil Gratis,politics
2881,Mengendalikan Dan Menguasai Penguasa Sebagai Penjajah Gaya Baru,politics
2861,“Adian Napitupulu dihalangi pendukung Samsul saat mau sidak ke KPU”,politics
2862,Amy Schumer Mengidap VAIDS Akibat Booster COVID-19,others
2863,Gebyar Hadiah Bank BJB Syariah,scam
2864,"Jokowi – Prabowo Nampaknya Akan Melarikan Diri ke China, Demo Pemakzulan Jokowi di Jakarta",politics
2865,"Pangandaran Tamat Karena Jawa Tengah Diguncang Gempa 10,9 Magnitude",others
2866,Uang Kertas Emisi Terbaru Bergambar Sri Mulyani,others
2867,Prabowo Beragama Katolik,politics
2868,AMIEN RAIS BALIK KANAN DAN DUKUNG PRABOWO,politics
2869,Tim Nasional Perempuan U17 Irlandia Menghadap Belakang Saat Lagu Nasional Israel Diputar di Pertandingan Kualifikasi Euro 2024,others
2870,Terjadi Pembakaran Polsek di Aceh Pidie Akibat Sabotase Suara Rakyat dan Penggelembungan Suara Paslon 02,politics
2871,"Gempa di Kupang Mencapai Kekuatan 10,9 Magnitudo Hancurkan Ribuan Rumah",others
2872,Foto Menara Kairo Berdekorasi Bendera Palestina,others
2873,Informasi Pendaftaran Kerja di Pertamina Melalui Link Whatsapp,scam
2874,Video Sebuah Masjid Dihancurkan Pemerintah China,others
2852,: “Nata de Coco Terbuat dari Plastik”,others
2853,: “Jokowi Keturunan Cina dan Orang Tionghoa”,politics
2854,Poster Dokter Terawan promosikan obat radang sendi,scam
2855,Kapal Induk Amerika masuk tanpa izin ke perairan Bali,politics
2856,Link Cara Aktivasi DANA Paylater,scam
2857,Video Perayaan Anies-Muhaimin Menang dengan Perolehan Suara 56.4%,politics
2858,Foto Prabowo dengan Kim Jong Un dan Xi Jinping,politics
2859,"Albert Einstein: “Manusia Menemukan Bom Atom, tetapi Tikus Tidak Pernah Membangun Perangkap Tikus”",others
2860,Video “Saya King Kevin 170 orang tercepat yang mengucapkan {HALO KING} aku transfer 2 juta secara acak”,scam
2837,Raja Charles III Meninggal Dunia di usia 75 tahun karena kanker,others
2838,Bendera dikibarkan setengah tiang di Inggris,others
2839,Tulus dan Dokter Terawan Promosikan Obat Diabetes,scam
2840,Video Seorang Muslim di India Membakar Al-Quran,others
2841,Sebanyak 5000 Umat Katolik Memberikan Persembahan Misa Kepada Israel,others
2842,Pasien Korban Kecelakaan Tanpa Identitas di RS Charitas Pusat,others
2843,"Labuan Bajo Baru Saja Diguncang Gempa 10,9 Magnitudo",others
2844,Rusuh Demo 20 Maret 2024 di KPU,politics
2845,Prabowo-Gibran Diputuskan Tidak Boleh Jadi Presiden dan Wakil Presiden Oleh Mahkamah Internasional,politics
2846,: Cuaca ekstrem di Israel,others
2847,: Demo menolak Jokowi berkuasa,politics
2848,PRIA PERKOSA SAPI HINGGA MELAHIRKAN ANAK MIRIP MANUSIA,others
2849,JOKOWI GADAIKAN KALIMANTAN KEPADA CINA SEBAGAI JAMINAN HUTANG,politics
2850,TADARUS DAN TARAWIH DILARANG MENGGUNAKAN PENGERAS SUARA,others
2851,JOKOWI “MEMINTA” KEPADA PRABOWO AGAR ALIHKAN KEWENANGAN KEPADA GIBRAN JIKA TERPILIH JADI PRESIDEN,politics
2824,Video dampak bencana gempa di Tuban Jawa Timur,others
2825,Bantuan Tambahan BLT PKH Tahap 1 Rp400.000,scam
2826,Penggalangan Dana Untuk Pengendara Xpander Yang Tabrak Porsche,scam
2827,Kelaparan Global Akan Direkayasa Oleh WEF Dan 13 Negara,others
2828,Gadis Kecil di Gaza Disuruh Pegang Senjata Untuk Menembak Yahudi,others
2829,Tidak Ada Bantuan Pemerintah untuk Korban Banjir Demak,politics
2830,Video Protes Warga Adat Dayak Kalimantan Menolak IKN,politics
2831,“RUMAH SAKIT JIWA KECEBONG”,politics
2832,"Mahfud MD: Jokowi antara mati di penjara, 10 tahun merusak negara, Penjara seumur hidup, atau digantung",politics
2833,Uang 5 Juta dari Prabowo dalam Rangka Ramadhan 2024,scam
2834,Soimah Bagikan Uang 30 Juta dengan Games Tangkap Gambar,scam
2835,Video Trump Promosikan Sebuah Partai di Afrika Selatan,politics
2836,NASA Prediksi Kiamat Internet pada 2025,others
2809,KPU Resmi Minta Maaf Kecurangannya Terbongkar,politics
2810,: “Massa membakar Gedung Bawaslu tolak hasil Pemilu 2024”,politics
2811,Istana Rata Dengan Tanah Ternyata Sri Mulyani Temukan Dokumen Ini,politics
2812,: “Salak berisi sabu dari China beredar di Indonesia”,others
2813,Kaesang Pakai Kaos Hitam Berlogo PKI,politics
2814,AirPods Apple Berbahaya karena Radiasi Electromagnetic Field (EMF),others
2815,Video “Masjid Tempat Ibadah Umat Islam Sedang di Lecehkan oleh Para Preman”,others
2816,Vaksin Polio Tidak Berguna karena Polio Bukan Disebabkan oleh Virus Menular tetapi Disebabkan oleh Racun,others
2817,DBD di Brazil Melonjak 400% Setelah Nyamuk Bersenjata Bill Gates Diluncurkan,others
2818,Proyek NASA Menyemprotkan Partikel Es ke Atmosfer,others
2819,Video Nomor Urut Prabowo dan Ganjar Ditukar di Surat Suara,politics
2820,Ombak Ganas Terjang Sulawesi Utara Hingga Ludes,others
2821,Gelombang Tinggi Terjang Bali Hingga Hanyut,others
2822,Banjir Bandang Hanyutkan Ribuan Rumah di 16 Desa di Kabupaten Kuningan,others
2823,Tangis Megawati Hangestri Pecah saat Melihat Kapten Red Sparks Terbaring Lemah di Rumah Sakit,others
2795,Vladimir Putin Mendukung Prabowo Subianto,politics
2796,Masa Depan Rusia Hancur di Tangan Vladimir Putin,politics
2797,– Israel Menculik Warga Sipil Gaza di Rumah Sakit Al-Shifa dan Dibawa ke Kamp Konsentrasi,others
2798,RISMA BONGKAR DANA BANSOS JOKOWI 400T DEMI KEMENANGAN PRABOWO-GIBRAN,politics
2799,PUAN TEGAS TOLAK HAK ANGKET DARI GANJAR ANIES,politics
2800,Video Massa Menghadang Mobil dan Mengancam Jokowi,politics
2801,Video Massa melawan kecurangan KPU dengan membakar mobil plat merah,politics
2802,Video Gempa di Gresik Jawa Timur,others
2803,Agnes Mo Jadi Mualaf,others
2804,“Info Tunjangan Hari Raya (THR) dari Gojek Tokopedia”,scam
2805,AKUN FACEBOOK KAPOLRES BIMA “Eko Sutomo”,scam
2806,Foto Seorang Wanita Dihukum Rajam di Iran karena Hukum Syariah,others
2807,"Inggris Lolos dari 94,000 Undang-Undang Baru Uni Eropa Sejak Meninggalkan UE",others
2808,"BBC News: Mantan Panglima Militer Ukraina, Valerii Zaluzhnyi, Dibayar Pemerintah Untuk Meninggalkan Ukraina",others
2784,Video “kesetrum sepeda listrik meninggal dunia”,others
2785,Harga Beras Naik Karena Diborong PDIP untuk Kampanye,politics
2786,“KONDISI PULAU BAWEAN SETELAH GEMPA BUMI 22 MARET 2024”,others
2787,“Video Perayaan Kemenangan Pendukung Anies Baswedan dan Muhaimin Iskandar Usai Peroleh 49 Persen Real Count”,politics
2788,Program Sedekah Oleh Bupati Sambas “Santono S Sos”,scam
2789,Surat Permohonan Bantuan Dana Oleh Pemkot Kendari,scam
2790,Beras Jadi Mahal dan Langka Karena Ditimbun PDIP,politics
2791,Kejiwaan Prabowo Terguncang Karena Tertekan Masalah Ini,politics
2792,CNN: MK Tolak Gugatan Soal Pernikahan Beda Dimensi,politics
2793,Joe Biden menodongkan pistol ke mulut seorang wanita tua,others
2794,Elon Musk membaca buku mengenai Flat Earth,others
2756,"Foto Kabinet Indonesia Maju Jilid 2, Anis dan Ganjar Gabung",politics
2757,Nomor WhatsApp Anggota DPRD Kota Bandung Uung Tanuwidjaja,scam
2758,Bandara Haifa Israel Terbakar Karena Serangan Drone Milik Irak,others
2759,Wilayah Kosanweja Papua Ambruk Diguncang Gempa,others
2760,1.386 Jiwa Hanyut Terseret Banjir Bandang di Jawa Tengah,others
2761,Akun Facebook Ketua DPD I Golkar Riau Syamsuar Msi Meminta Dana,scam
2762,Banjir Hanyutkan Rumah Warga di 3 Kecamatan,others
2763,AKUN WHATSAPP WALIKOTA JAKARTA TIMUR MENAWARKAN PEMBELIAN LOGAM MULIA,scam
2764,Presiden Jokowi janjikan akan transfer uang bagi yang mendukung Gibran menjadi wakil presiden,politics
2765,"Gempa Bermagnitudo 5,6 Guncang Bengkulu Selatan pada 25 Maret 2024",others
2766,“Akhirnya Bocor Juga A. 1 Bpk-nya Jokowi yg asli”,politics
2767,Ada Pecahan Logam Tajam di Makanan Bayi,others
2768,Akun Facebook Pj Bupati Kapuas Erlin Hardi,scam
2769,Presiden Prancis Lari dari Para Petani di Acara Konvensi Pertanian Paris 2024,others
2770,Gelombang Tinggi Kembali Mengamuk di Wilayah Indonesia pada 25 Maret 2024,others
2771,“Mahkamah Internasional putuskan Prabowo dan Gibran Tidak Boleh Jadi Presiden dan Wakil Presiden”,politics
2772,Pesan WhatsApp Lowongan Kerja Karyawan Kamar Jenazah RSUD Kardinah Kota Tegal,scam
2773,Akun Facebook dan WhatsApp Bupati Kutai Kartanegara Edi Damansyah,scam
2774,Keputusan KPU Batal Secara Hukum,politics
2775,Demi Menangkan 02 KPU Akui Jual Data Rahasia Negara ke Asing,politics
2776,Gerhana Matahari Hibrida Pertanda Pembaiatan Imam Mahdi,others
2777,"Video NATO Mengirim Lebih dari 300,000 Tentara ke Ukraina",others
2778,Cover Majalah Charlie Hebdo: Presiden Macron Mengirim Tentara ke Ukraina,others
2779,United Airlines Boeing 737 Melakukan Pendaratan Darurat pada 15 Maret 2024 Karena Kerusakan Pesawat,others
2780,Media Rusia Mengunggah Video Simulasi Serangan Nuklir Rusia ke AS,others
2781,GEBYAR UNDIAN RAMADHAN OLEH BANK MANDIRI,scam
2782,LOWONGAN KERJA PUSKESMAS SEMANDING,scam
2783,AKUN FACEBOOK PJ BUPATI DONGGALA “Moh Rifani”,scam
2737,Rusia Klaim 10 WNI menjadi tentara bayaran Ukraina dan 4 di antaranya telah tewas,others
2738,“KUBU PRABOWO MENGAMUK USAI PUAN PUTUSKAN SETUJUI HAK ANGKET”,politics
2739,Anies dan Gus Imin Capres Cawapres Putaran Kedua 2024,politics
2740,VIDEO SEORANG PRIA DIKEJAR OLEH SEORANG KANIBAL,others
2741,"ANIES-MUHAIMIN SUDAH CUKUP BUKTI, MK PUTUSKAN PENCOBLOSAN DIULANG",politics
2742,"DATA KPU DENGAN TIM AMIN BERBANDING TERBALIK, SUARA PRABOWO DI BAWAH 50 PERSEN",politics
2743,Foto Menteri Luar Negeri Rusia duduk di meja kepresidenan Amerika Serikat,others
2744,Ibu kota Ukraina dibom oleh Rusia,others
2745,Video Kerusuhan di Amerika Karena Pemerintah Dukung Israel,others
2746,NENEK TARWIYAH DITANGKAP POLISI KARENA MENGHINA JOKOWI,politics
2747,"BERUSAHA MENGELABUI UMAT ISLAM, ISRAEL MENGUBAH KODE PRODUKNYA DARI 729 MENJADI 871",others
2748,PROJEK NHS “TEST AND TRACKING” MENJADI PROJEK TERMAHAL KETIGA SAAT INI,others
2749,Bledug Muncul Setelah Bencana Gempa di Jatim dan Banjir Demak,others
2750,Suporter Vietnam menyalakan kembang api di dekat hotel penginapan Timnas Indonesia,others
2751,Adian Napitupulu Dihalang-halangi Saat Sidak ke Kantor KPU,politics
2752,Olivia Rodrigo Membagikan Pil Aborsi kepada Penggemar yang Datang ke Konsernya,others
2753,Akun Facebook Bank Mandiri Bagi Undian Berhadiah,scam
2754,Program Bantuan BPJS 2024 Sebesar Rp125Juta bagi Setiap Penerima,scam
2755,Video Ricuh Demo di Depan DPR 20 Maret 2024,politics
2729,“Foto-foto Tersangka Teroris Penyerangan Gedung Konser Moskow”,others
2730,"Video Pembuatan Sayur Kol Palsu, “Hati-hati Jangan Salah Beli”",others
2731,Informasi Rekrutmen Karyawan Pelindo Regional I Tanjung Balai Karimun,scam
2732,NASA Bersiap Menghadapi Kiamat Internet Karena Badai Matahari Besar pada 2025,others
2733,Jusuf Hamka Berbagi Motor di Facebook Disertai dengan Nomor Whatsapp,scam
2734,Pastor Ditampar Karena Mengenakan Masker Terkait dengan Pandemi Covid 19,others
2735,Puan Sahkan Hak Angket,politics
2736,Kepala Intelijen Ukraina menyatakan kepuasan atas serangan teroris Crocus di Moscow,others
2713,8 April 2024 Bumi Akan Gelap Selama 3 Hari,others
2714,“Giliran sampang musibah terus bermunculan @jokowi @prabowo”,politics
2715,Smash Petir Megawati Hangestri Sukses Buat Ratu Voli Korea Terjungkal Mengenaskan,others
2716,Megawati Hangestri Lontarkan Ejekan Pedas kepada Ratu Voli Korea,others
2717,Tangerang Diterjang Banjir Bandang Hingga Pemukiman Warga Jebol,others
2718,Megawati Hangestri Resmi Menandatangani Kontrak Baru dengan Klub Besar Asal Jepang,others
2719,Daftar Nama Menteri Titipan Surya Paloh Pada Kabinet Prabowo-Gibran,politics
2720,"Megawati Digandeng Gibran, “Bu Mega Telah Membayar Perjanjian Batu Tulis”",politics
2721,“Makan siang gratis di mana jadinya?”,politics
2722,Billboard di Kanada Mengimbau Imigran India di Negaranya untuk Berhenti Buang Air Besar di Tempat Terbuka,others
2723,Video Pria Muslim Melecehkan Murid Perempuan di India,others
2724,Foto Proyek Besar Bendungan Ethiopia,others
2725,Video Imigran Afrika Menusuk Warga Spanyol di Barcelona,others
2726,Penemu mRNA Bersaksi Bahwa Moderna Tahu Vaksin Covid Menyebabkan Kanker Turbo,others
2727,Video Pasca Gempa Tuban Maret 2024,others
2728,"Pertemuan Muhaimin dan Prabowo 19 Februari 2024, “Babak Baru Kerjasama Antar Kedua Partai”",politics
2674,"Sidang MK Berlangsung Panas, Ketua KPU Dicecar Hakim dan Kuasa Hukum Penggugat",politics
2675,Video Sistem Evakuasi Bangunan Baru di Jepang,others
2676,Video Seorang Pria Terkenal Karena Memiliki Dua Kepala,others
2677,Perolehan Suara Paslon AMIN yang Hilang Dibacakan di Sidang Perdana MK,politics
2678,Video Jembatan “Iron Bridge” di Roma yang Roboh Baru-Baru Ini,others
2679,Ramuan Bawang Putih Buat Pasien Tidak Perlu Pasang Ring Jantung,others
2680,Pengumuman Rekrutmen PLN Group,scam
2681,Surat Edaran Bank Indonesia Tidak Melayani Penukaran Uang Baru,scam
2682,Lowongan Pekerjaan Online,scam
2683,The Simpsons Telah Memprediksi Robohnya Jembatan Baltimore,others
2684,Garis Horizontal di Batang Hidung: Salah Satu Tanda Lemah Jantung,others
2685,Gunung Api Aktif Muncul Di Persawahan Setelah Gempa Bumi dan Banjir Bandang di Jawa Tengah,others
2686,AKUN WhatsApp Bupati Banggai,scam
2687,MK Setujui Pemilu Resmi Diulang,politics
2688,Akun WhatsApp Asisten Pemerintah Perekonomian dan Kesra Kota Blitar,scam
2689,Video Cak Imin Mendatangi Prabowo Subianto Untuk Mengucapkan Selamat pada Maret 2024,politics
2690,Surat Permohonan Cuti Pekerja Migran Indonesia Oleh BP2MI,scam
2691,"Hakim Sidang Sengketa Pilpres Membacakan Hasil Putusan Sidang, Mengabulkan Paslon 02 Didiskualifikasi",politics
2692,Info Lowongan Kerja Puskesmas Pekalongan Selatan,scam
2693,Rekaman Panggilan 911 Korban Jembatan Baltimore,others
2694,Surat Pemberian Hadiah Dana Bagi Warga Negara Malaysia Oleh KBRI Kuala Lumpur,scam
2695,Surat Permohonan Narasumber Mengatasnamakan Polres Purwakarta,scam
2696,: “Muncul Api Dari Dalam Tanah Usai Gempa di Tuban”,others
2697,"Kenang-kenangan dari Presiden RI, Jelang Habis Masa jabatannya",scam
2698,: “Kubu Prabowo Mengamuk karena Puan Setujui Hak Angket”,politics
2699,FOTO RIBUAN BURUH DI DEPAN GEDUNG DPR RI,politics
2700,"AMUK MASSA PADA KEPALA DESA, karena PEMILU CURANG. Kejadian di NTB, pemicu nya masyarakat protes kecurangan 02",politics
2701,MCdonald Tempelkan Poster Ucapan Selamat Kepada Israel Telah Membunuh 30.000 Warga Palestina dan Memberi Makan Gratis Militer Israel,others
2702,Pidato Jokowi ” Jangan Ada yang Protes Tentang Kenaikan Pangkat Prabowo Subianto”,politics
2703,UNHCR Dijerat UU Keimigrasian Karena Lindungi Rohingya Sebagai Imigran Gelap,others
2704,Foto Jokowi dan Prabowo Sembelih Banteng,politics
2705,Marsdya TNI M Tonny Harjono yang Baru Dilantik Jadi KSAU Ternyata Adik Ipar Iriana Jokowi,politics
2706,Chairul Tanjung berikan bantuan untuk melunasi hutang di Tiktok,scam
2707,"Video ledakan saat insiden runtuhnya Jembatan Francis Scott Key di Baltimore, Amerika Serikat",others
2708,VIDEO KUBU PRABOWO NGAMUK PADA PUAN KARENA MENYETUJUI HAK ANGKET,politics
2709,Rendaman Biji Alpukat dan Alkohol Bisa Jadi Obat Oles Nyeri Sendi,others
2710,Jepang Melarang Penyuntikan Vaksin Covid-19 Berbasis mRNA,others
2711,Poster Lowongan Kerja di Pertamina Maret 2024,scam
2712,"VIDEO LAPORAN BBC NEWS DAN BELLINGCAT: Duta Besar Ukraina, Valerii Zaluzhnyi, Dibayar $53 untuk Tinggalkan Peran sebagai Duta untuk Inggris",politics
2672,“𝘗𝘙𝘖𝘎𝘙𝘈𝘔 2024 𝘣𝘢𝘨𝘪 𝘴𝘦𝘮𝘶𝘢 𝘯𝘢𝘴𝘢𝘣𝘢𝘩 𝘉𝘢𝘯𝘬 𝘔𝘢𝘯𝘥𝘪𝘳𝘪 𝘺𝘢𝘯𝘨 𝘴𝘶𝘥𝘢𝘩 𝘮𝘦𝘯𝘨𝘨𝘶𝘯𝘢𝘬𝘢𝘯 𝘔𝘰𝘣𝘪𝘭𝘦 𝘉𝘢𝘯𝘬𝘪𝘯𝘨 / 𝘚𝘮𝘴 𝘉𝘢𝘯𝘬𝘪𝘯𝘨”,scam
2673,"“Pemimpin lebah membunuh seekor lebah, maka seluruh rakyat lebah membunuh pemimpinnya”",others
2668,8 Artis Terseret Megakorupsi PT Timah,others
2669,Anies Baswedan Depresi Akibat Kalah di Pilpres,politics
2670,Raffi Ahmad Buka Perusahaan Judi Online,others
2671,Tiga Desa di Jombang Ludes Akibat Angin Tornado,others
2664,MEGAWATI HADIRI SIDANG MK BUNGKAM KECURANGAN 02,politics
2665,TIM HUKUM ANIES DIUSIR GARA-GARA BAWA BUKTI PALSU,politics
2666,Gambar Seseorang membawa Buku dengan Cover “Kitab Belajar Menipu” dengan foto Jokowi,politics
2667,: Aksi Warga Yaman pada 23 Februari 2024,others
2661,“Saya bisa akses dunia melalui kampung ucap Saksi 01 #pemilu2024”,politics
2662,"“Saya Baim wong 200 orang tercepat yang mengucapkan {HADIR} aku transfer 5 juta , secara acak”",scam
2663,"“Berita Terkini Pesta POIN BPD Bank Papua Bagi,Bagi, Hadiah katong pu rekening Bank Papua”",scam
2657,Video “Astaghfirullah Pertanda apa lagi ini ya allah. Kok mirip sesuatu yang sudah ditetapkan allah di akhir zaman”,others
2658,Ribuan Rumah Di Pasuruan Hancur Akibat Angin Puting Beliung pada 20 Maret 2024,others
2659,MK Kabulkan Gugatan Anies-Muhaimin dan Ganjar-Mahfud,politics
2660,“Kista OVARIUM ini di sebab’kn dari KB suntik 3bln”,others
2652,Prabowo Sebut Pemilu 2024 Curang,politics
2653,World Economic Forum Membuat Mata Uang Digital Global yang Melacak Semua Kegiatan Penggunanya,others
2654,Presiden Vladimir Putin: “Yesus Berkulit Hitam dan Semua Pengikut-Nya Berkulit Hitam”,others
2655,"Foto Barack Obama, Donald Trump, Bill Clinton dan George W. Bush Memegang Tembok Besar Cina dan Memakai Topi Kerucut Cina",others
2656,Video Turis Asing Mengalami Pelecehan Seksual di India,others
2640,"“Toyota membagikan Toyota Hilux melalui akun Toyota Alphard Fans,Club”",scam
2641,Deteksi Stroke dan Asam Urat dengan Jari Tangan,others
2642,Seorang Wanita Berselfie saat Tsunami Taiwan Menerjang,others
2643,Yusril Sebut Prabowo – Gibran Didiskualifikasi,politics
2644,Foto Proses Penandatanganan Bukti Pelunasan Hutang Indonesia Ke China,others
2645,"Gempa 6,0 SR Guncang Sulawesi Hingga Tamat",others
2646,Cina Ingin Pindahkan Warganya Ke Indonesia,others
2647,Video Ahmad Dhani Mokel saat Bulan Puasa 2024,others
2648,Yusril Akan Mundur Dari Tim Hukum 02,politics
2649,"Gempa 9,8 Magnitude Guncang Labuan Bajo 4 April 2024",others
2650,"Filipina Diguncang Gempa 10,8 Magnitude pada 5 April 2024",others
2651,“POLISI DUKUNG O2. POLISI KOK TERJUN KE POLITIK”,politics
2638,“Raffi Ahmad dan Nagita Slavina berbagi THR melalui akun Facebook RANS Rafi&Nagita.”,scam
2639,“Mir’a Hayati berbagi THR 35 juta Rupiah melalui akun Facebook Mira hayati”,scam
2635,Postingan Facebook Gadgetin Mepromosikan Jam Tangan Pintar,scam
2636,: Jepang melarang suntikan mRNA Covid,others
2637,: Raffi Ahmad ditangkap polisi karena pencucian uang,others
2627,Ledakan Dahsyat Gunung Krakatau,others
2628,Video serangan Iran ke Tel Aviv,others
2629,Soimah Berikan Uang Sebesar 50 Juta di Facebook,scam
2630,Jusuf Hamka Bagikan THR Lebaran 2024 di Tiktok,scam
2631,AHY Terjun Payung di Acara Partai Demokrat,politics
2632,Betlehem Dibom Saat Paskah 2024,others
2633,“Prabowo Menyambangi Rumah Megawati Gibran di Diskualifikasi”,politics
2634,Video tentara Cina mendarat di Manado,others
2624,Jokowi Berikan THR Berupa Emas 24 Karat di Tiktok,scam
2625,Giveaway Motor CRF dan Uang 40 Juta oleh PT Astra Honda,scam
2626,Foto Pasukan Tentara Iran Bersiap Menyerang Israel,others
2622,“Inilah yang terjadi ketika petir menyambar sungai”,others
2623,Gambar Gibran diberi gelar Gus oleh Kyai,politics
2611,Gelombang Tinggi di Selat Bali Sapu Bersih Wilayah Pesisir pada 14 April 2024,others
2612,Lebaran Ketiga Gunung Semeru Erupsi dan Telan Korban Jiwa,others
2613,Jhon LBF Giveaway Uang 35 Juta Melalui Games Tebak Angka,scam
2614,Video Sebuah Terowongan Bawah Laut Mengalami Kebocoran,others
2615,“𝙋𝙍𝙊𝙂𝙍𝘼𝙈 𝙋𝙍𝙊𝙈𝙊 2024″ 𝙆𝙝𝙪𝙨𝙪𝙨 𝙎𝙚𝙡𝙪𝙧𝙪𝙝 𝙉𝙖𝙨𝙖𝙗𝙖𝙝 𝘽𝘼𝙉𝙆 𝙅𝘼𝙒𝘼 𝙏𝙄𝙈𝙐𝙍”,scam
2616,: “SINGA MENGGALI KUBURAN SENDIRI”,others
2617,Bank Indonesia Resmi Mengeluarkan Uang Baru 1.0?,others
2618,Tanggal 20 Maret KPU Umumkan Anies Muhaimin Menang Pilpres 2024,politics
2619,Rafi Ahmad Diciduk Polisi Karena Kasus Pencucian Uang 271 Triliun,others
2620,“KEADAAN #ISRAEL SAAT INI MENGALAMI YANG PALESTINA ALAMI”,others
2621,"Pulau Dewata Tragis, Gelombang Tinggi Mencekam dan Melalap Habis Wilayah Pantai Bali",others
2597,“Video Masjidil Aqsha hancur adalah propaganda Zionist”,others
2598,Daftar Kuliah Gratis Ikatan Dinas,scam
2599,Truk Iran melintasi perbatasan ke Suriah,others
2600,Tarik tunai di ATM menggunakan KTP,others
2601,Kondisi Bandara Israel Setelah Adanya Serangan Dari Iran,others
2602,Kereta Cepat Whoosh Bocor,others
2603,Jokowi Berkunjung Ke Rumah Megawati Pada Lebaran 2024,politics
2604,"Pelabuhan Ratu Hancur, Gelombang Tinggi Sangat Ganas Melalap Puluhan Wisatawan",others
2605,“Hari ketika Iran mengambil tindakan untuk menghancurkan pembunuh anak-anak #Palestina”,others
2606,Akun WhatsApp Pj Sekda Bario Utara Jufri,scam
2607,Akun Facebook Anggota DPRD Kabupaten Kapuas Rahmad Jainudin,scam
